token_address,token_symbol,yield_token_symbol
0xC011a73ee8576Fb46F5E1c5751cA3B9Fe0af2a6F,SNX
0x7f39C581F595B53c5cb19bD0b3f8dA6c935E2Ca0,wstETH,ETH
