token_address,token_symbol
0x980B62Da83eFf3D4576C647993b0c1D7faf17c73,WETH
0x7b356eEdABc1035834cd1f714658627fcb4820E3,ARB
0x75faf114eafb1BDbe2F0316DF893fd58CE46AA4d,USDC
0xda7b438d762110083602AbC497b1Ec8Bc6605eC9,DAI
